name,xcoord,ycoord,City_ethnic,Constitution,Region,Size_of_Territory,Demos,Boule,Dikasterion,Gerousia,Nomothetai,Other_Institutions,Total_Institutions,phratriai,demoi,phylai,other_civic_subdivision,Proxenoi,Theorodokoi,Theorodokoi_Type,Panhellenic_Victors,Panhellenic_Victors_Specific_Games,Members_of_the_Delian_League,Stasis,Destruction,Type_of_Destruction,Andrapodismos,Destruction_of_urban_center,Dioikismos,Expulsion_of_population,Population_killed_off,Synoikismos,City_Walls,Political_Architecture,Temple,Theatre,Stoas,Gymnasia,Stadia,Hippodromes,Total_Public_Building_Types,Colonisation
301-Thisoa,22.08333333,37.66666667,Thisoaios,NR,14,0,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
283-Methydrion,22.16666667,37.66666667,Methydrieus,NR,14,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
302-Torthyneion,22.16666667,37.66666667,Tothyneus,NR,14,0,0,val1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
347-Argos,22.75,37.66666667,Argeios,"Dem,Ol,Tyr",18,5,1,val1,0,0,0,1,3,0,0,1,2,3,0,0,1,15,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,4,1
348-Epidauros,23.16666667,37.66666667,Epidayrios,NR,18,4,1,val1,0,0,0,0,2,0,0,1,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,4
479-Delos,24.08333333,37.66666667,Delios,NR,25,1,1,val2,0,0,0,0,2,0,0,1,1,3,0,0,0,0,1,1,1,4,0,0,0,1,0,0,0,1,1,1,1,0,0,0,3,2
491-Kasos,24.33333333,37.66666667,Kasios,NR,25,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493-Kimolos,24.33333333,37.66666667,Kimolios,NR,25,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480-Eteokarpathioi,26.16666667,37.66666667,,NR,25,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481-Halasarna,26.16666667,37.66666667,Halasarnitas,NR,25,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
864-Samos,26.91666667,37.66666667,Samios,33,38,5,1,val2,0,0,0,0,2,0,0,1,0,1,0,0,1,10,1,3,1,16,0,0,0,0,1,0,1,1,1,1,0,0,0,0,2,12
869-Thebai,27.16666667,37.66666667,Thebaios,Tyr,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
857-Naulochon,27.25,37.66666667,,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861-Priene,27.33333333,37.66666667,Prieneus,NR,38,3,1,val2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0
14-Engyon,14.58333333,37.75,Engyinos,NR,2,0,0,val1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
141-Zakynthos,20.91666667,37.75,Zakynthios,NR,6,4,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0
299-Thaliades,21.91666667,37.75,,NR,14,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300-Thelphousa,21.91666667,37.75,,NR,14,4,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
272-Halous,22,37.75,,Dem,14,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
275-Kaphiai,22.25,37.75,Kaphyieus,NR,14,4,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
286-Orchemenos,22.33333333,37.75,Orchomenios,NR,14,3,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0
354-Orneai,22.58333333,37.75,Orenates,"Dem,Ol,Tyr",18,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
353-Mykenai,22.75,37.75,Mykenaios,NR,18,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
358-Aigina,23.5,37.75,Aiginetes,NR,19,2,0,val1,1,0,0,0,1,0,0,0,1,3,0,0,1,15,1,1,1,4,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,2
26-Imachara,14.33333333,37.83333333,Imacharaios,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41-Naxos,15.25,37.83333333,Naxios,NR,2,4,0,val1,0,0,0,0,0,1,0,1,0,0,0,0,1,10,0,1,1,5,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,3
48-Tauromenion,15.25,37.83333333,Tauromenitas,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
294-Psophis,21.91666667,37.83333333,Psophidios,NR,14,4,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
265-Thraistos,22.41666667,37.83333333,Thraistios,NR,13,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296-Stymphalos,22.5,37.83333333,Stymphalios,"Dem,Ol",14,3,1,val1,0,0,0,0,2,0,0,0,0,3,1,5,1,15,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0
355-Phleious,22.66666667,37.83333333,Phleiasios,NR,18,3,0,val1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
351-Kleonai,22.75,37.83333333,Kleonaios,NR,18,3,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
838-Anais,27.25,37.83333333,Ana_tes,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853-Marathesion,27.25,37.83333333,Maratheios,"Dem,Ol,Tyr",38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863-Pygela,27.25,37.83333333,Pygeleus,"Bas,Dem,Ol,Tyr",38,1,1,val2,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
851-Leukophrys,27.5,37.83333333,,"Dem,Ol",38,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852-Magnesia,27.5,37.83333333,Magnes,NR,38,0,1,val2,0,0,0,0,2,0,0,1,0,2,1,1,1,10,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
941-Tralleis,27.91666667,37.83333333,Traldeus,NR,39,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24-Himera,13.83333333,37.91666667,Himeraios,NR,2,5,0,val1,0,0,0,0,0,1,0,1,0,0,0,0,1,15,0,1,1,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
244-Tritaia,21.66666667,37.91666667,Tritaieus,NR,12,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288-Paion,22,37.91666667,,NR,14,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
276-Kleitor,22.08333333,37.91666667,Kleitorios,NR,14,5,0,val1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
291-Pheneos,22.33333333,37.91666667,Pheneeus,Dem,14,4,0,val1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
171-Ambryssos,22.66666667,37.91666667,Ambryssios,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
227-Pagai,23.91666667,37.91666667,Pagaios,"Ol,Tyr",11,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
501-Mykonos,24.41666667,37.91666667,Mykonios,NR,25,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844-Ephesos,27.25,37.91666667,Ephesios,35,38,5,1,val2,0,0,0,0,2,0,0,1,1,3,1,1,1,6,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0
32-Kephaloidion,14,38,Kephaloiditas,"Dem,Ol,Tyr",2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11-Alaisa,14.25,38,Alaisinos,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Apollonia,14.58333333,38,Apolloniates,Tyr,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
237-Leontion,21.91666667,38,Leontesios,"Dem,Ol",12,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
278-Kynaitha,22.08333333,38,Kynaitheus,NR,14,3,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279-Lousoi,22.08333333,38,Losiatas,NR,14,2,1,val1,0,0,0,0,1,0,0,0,0,2,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
285-Nonakris,22.25,38,Nonakrieus,NR,14,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228-Sikyon,22.75,38,Sikyonios,"Dem,Ol",11,4,0,val1,0,0,0,0,0,0,0,1,0,1,1,16,1,15,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
225-Korinthos,23.33333333,38,Korinthios,31,11,5,1,val1,0,1,0,0,3,0,0,1,4,3,1,3,1,15,0,5,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,4,13
363-Salamis,23.58333333,38,Salaminios,NR,20,2,1,val1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
361-Athenai,23.75,38,Athenaios,Ol,20,5,1,val1,1,1,1,0,5,0,0,0,0,3,1,8,1,15,0,9,1,5,1,1,0,0,0,0,1,1,1,1,1,1,1,1,6,39
373-Karystos,24.41666667,38,Karystios,NR,21,4,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,1,15,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
858-Notion,27.16666667,38,Notieus,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12-Alontion,14.25,38.08333333,Alontinos,Tyr,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-Abakainon,15.08333333,38.08333333,Abakaininos,"Dem,Pol",2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35-Longane,15.16666667,38.08333333,Longenaios,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68-Rhegion,15.66666667,38.08333333,Rheginos,NR,3,5,1,val1,0,0,0,0,1,0,0,0,0,0,1,3,1,3,0,2,1,5,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2
241-Pharai,21.75,38.08333333,Pharaieus,"Dem,Ol",12,0,0,val1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242-Phelloe,22.41666667,38.08333333,,"Dem,Ol",12,1,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240-Pellene,22.58333333,38.08333333,Pelleneus,"Dem,Ol",12,3,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226-Megara,23.16666667,38.08333333,Megareus,NR,11,4,1,val1,1,0,0,0,3,0,0,1,2,3,1,3,1,15,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,7
362-Eleusis,23.58333333,38.08333333,,NR,20,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
868-Teos,26.75,38.08333333,Teios,NR,38,3,0,val2,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
855-Myonnesos,26.83333333,38.08333333,Myonnesios,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850-Lebedos,27,38.08333333,Lebedios,NR,38,2,0,val2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848-Kolophon,27.16666667,38.08333333,Kolophonios,NR,38,4,1,val2,0,0,0,0,2,0,0,0,1,2,0,0,1,3,1,3,1,2,0,1,0,0,0,0,1,1,1,0,1,0,0,0,2,2
49-Tyndaris,15.08333333,38.16666667,Tyndarites,NR,2,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
51-Zankle/Messana,15.58333333,38.16666667,Zanklaios/Messanios,Tyr,2,4,1,val1,0,0,0,0,1,0,0,1,0,0,1,3,1,3,0,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2
125-Kranioi,20.5,38.16666667,Kranios,"Dem,Ol,Tyr",6,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
135-Pronnoi,20.75,38.16666667,Pronnos,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
234-Dyme,21.58333333,38.16666667,Dymaios,NR,12,0,0,val1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
238-Olenos,21.66666667,38.16666667,Olenios,"Dem,Ol",12,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
236-Keryneia,22.16666667,38.16666667,Keryneus,"Dem,Ol",12,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
233-Boura,22.25,38.16666667,Bourios,"Dem,Ol",12,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230-Aigeira,22.33333333,38.16666667,Aigeirates,"Dem,Ol",12,1,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
218-Siphai,23.08333333,38.16666667,Siphaieus,NR,10,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
224-Aigosthena,23.25,38.16666667,Aigosthenitas,"Bas,Dem,Ol,Tyr",11,1,0,val1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
377-Styra,24.25,38.16666667,Styreus,NR,21,1,0,val1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849-Korykos,26.58333333,38.16666667,Korykaios,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837-Airai,26.66666667,38.16666667,Airaios,NR,38,1,1,val2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
38-Mylai,15.25,38.25,Mylaios,NR,2,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59-Lokroi,16.25,38.25,Lokros,NR,3,3,1,val1,0,1,0,0,3,0,1,1,1,0,1,3,1,10,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,3,5
132-Paleis,20.41666667,38.25,Paleus,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
136-Same,20.66666667,38.25,Samaios,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
239-Patrai,21.75,38.25,Patreus,"Dem,Ol",12,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
243-Rhypai/Rhype,22,38.25,Rhyps,"Dem,Ol",12,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231-Aigion,22.08333333,38.25,Aigieus,"Dem,Ol",12,2,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
166-Oianthea,22.16666667,38.25,Oiantheus,NR,8,0,0,val1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235-Helike,22.16666667,38.25,Helikeus,"Dem,Ol",12,1,0,val1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
174-Boulis,22.83333333,38.25,Boulios,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
202-Chorsiai,22.91666667,38.25,Chorsieus,NR,10,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223-Thisbai,23,38.25,Thisbeus,NR,10,3,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222-Thespiai,23.16666667,38.25,,NR,10,4,0,val1,0,0,0,0,1,0,0,0,0,1,1,3,1,3,0,2,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
205-Eutresis,23.25,38.25,Eutretidieus,Ol,10,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
216-Plataia,23.25,38.25,Plataieus,NR,10,3,1,val1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,12,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
208-Hysiai,23.33333333,38.25,,Ol,10,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
203-Erythrai,23.41666667,38.25,,NR,10,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
148-Kalydon,21.5,38.33333333,Kalydonios,NR,7,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
145-Chalkis,21.58333333,38.33333333,Chalkideus,NR,7,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
149-Makynea,21.75,38.33333333,Makyneus,NR,7,1,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
150-Molykreion,21.75,38.33333333,Molykreus,NR,7,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
165-Naupaktos,21.83333333,38.33333333,Naupaktios,"Ol,Tyr",8,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
167-Tolophon,22.25,38.33333333,Tolophonois,NR,8,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
159-Chaleion,22.33333333,38.33333333,Chaleieus,NR,8,2,0,val1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
168-Tritea,22.33333333,38.33333333,Triteus,NR,8,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173-Antikyra,22.58333333,38.33333333,Antikyreus,NR,9,2,0,val1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
186-Medeon,22.66666667,38.33333333,Medeonios,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
195-Trachis,22.75,38.33333333,Trachinios,NR,9,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
217-Potniaia,23.33333333,38.33333333,Potnieus,Ol,10,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221-Thebai,23.33333333,38.33333333,Thebaios,Ol,10,5,1,val1,0,0,0,0,2,0,0,0,0,3,1,3,1,15,0,3,1,5,1,1,0,0,0,0,1,0,1,1,1,1,1,1,6,0
220-Tanagra,23.58333333,38.33333333,,"Dem,Ol",10,5,0,val1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1
215-Pharai,23.66666667,38.33333333,,Dem,10,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214-Oropos,23.75,38.33333333,Oropios,NR,10,3,1,val1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0
369-Dystos,24.16666667,38.33333333,,"Dem,Ol,Tyr",21,1,0,val1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
839-Boutheia,26.33333333,38.33333333,Boutheieus,34,38,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841-Chyton,26.75,38.33333333,,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847-Klazomenai,26.75,38.33333333,Klazomenios,"Dem,Ol",38,3,0,val2,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
62-Metauros,15.91666667,38.41666667,Mataurinos,Dem,3,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
55-Kaulonia,16.58333333,38.41666667,Kauloniatas,"Dem,Ol,Tyr",3,3,0,val1,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0,0,1,9,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0
122-Ithaka,20.66666667,38.41666667,Ithakesios,"Dem,Ol,Tyr",6,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
130-Oiniadai,21.16666667,38.41666667,Oiniadas,NR,6,3,0,val1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
153-Pleuron,21.41666667,38.41666667,Pleuronios,NR,7,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
